Entity,Code,Year,Renewables (% equivalent primary energy),Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Electricity from wind (TWh)_x,Electricity from hydro (TWh)_x,Electricity from solar (TWh)_x,Other renewables including bioenergy (TWh),Renewables (% electricity),Electricity from hydro (TWh)_y,Hydro (% equivalent primary energy),Hydro (% electricity),Electricity from wind (TWh)_y,Wind (% equivalent primary energy),Wind (% electricity),Electricity from solar (TWh)_y,Solar (% equivalent primary energy),Solar (% electricity),Biofuels Production - TWh - Total
Canada,CAN,2021,29.88844,9.695907,5.1617374,35.117035,380.84628,35.21,377.16,5.11,9.23,68.16998,377.16,25.743002,60.254013,35.21,2.3737078,5.6250496,5.11,0.3489035,0.8163591,13.440441
Chile,CHL,1965,16.010857,0.0,0.0,0.0,3954,0.0,3954,0.0,0.0,,3954,16.010857,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1966,15.744313,0.0,0.0,0.0,4168,0.0,4168,0.0,0.0,,4168,15.744313,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1967,15.76555,0.0,0.0,0.0,4255,0.0,4255,0.0,0.0,,4255,15.76555,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1968,13.261512,0.0,0.0,0.0,3565,0.0,3565,0.0,0.0,,3565,13.261512,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1969,13.893923,0.0,0.0,0.0,4024,0.0,4024,0.0,0.0,,4024,13.893923,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1970,14.088003,0.0,0.0,0.0,4307,0.0,4307,0.0,0.0,,4307,14.088003,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1971,14.758605,66,0.0,0.0,4809,0.0,4809,0.0,66,,4809,14.543134,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1972,16.941067,57,0.0,0.0,5.73,0.0,5.73,0.0,57,,5.73,16.76107,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1973,17.183693,51,0.0,0.0,5595,0.0,5595,0.0,51,,5595,17.016247,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1974,19.690105,46,0.0,0.0,6364,0.0,6364,0.0,46,,6364,19.537651,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1975,21.933805,51,0.0,0.0,6388,0.0,6388,0.0,51,,6388,21.746378,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1976,21.624561,73,0.0,0.0,6599,0.0,6599,0.0,73,,6599,21.369362,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1977,22.024628,0.08,0.0,0.0,6969,0.0,6969,0.0,0.08,,6969,21.755028,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1978,21.673307,91,0.0,0.0,7251,0.0,7251,0.0,91,,7251,21.383596,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1979,21.54592,94,0.0,0.0,7448,0.0,7448,0.0,94,,7448,21.256308,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1980,22.060732,105,0.0,0.0,7871,0.0,7871,0.0,105,,7871,21.747541,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1981,22.26287,0.11,0.0,0.0,8.15,0.0,8.15,0.0,0.11,,8.15,21.943148,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1982,26.589516,137,0.0,0.0,8914,0.0,8914,0.0,137,,8914,26.155552,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1983,28.068626,208,0.0,0.0,9613,0.0,9613,0.0,208,,9613,27.42795,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1984,27.7989,201,0.0,0.0,9975,0.0,9975,0.0,201,,9975,27.207058,,0.0,0.0,,0.0,0.0,,
Chile,CHL,1985,30.296179,195,0.0,0.0,11.07,0.0,11.07,0.0,195,80.23505,11.07,29.730808,78.84615,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1986,31.164711,0.28,0.0,0.0,11.83,0.0,11.83,0.0,0.28,81.713905,11.83,30.38825,79.82456,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1987,32.0948,271,0.0,0.0,12823,0.0,12823,0.0,271,83.73729,12823,31.37889,82.00423,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1988,28.36174,327,0.0,0.0,12558,0.0,12558,0.0,327,76.17498,12558,27.586275,74.24179,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1989,21.771547,321,0.0,0.0,10543,0.0,10543,0.0,321,60.996014,10543,21.07872,59.193756,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1990,18.957916,963,0.0,0.0,8.941428,0.0,8.941428,0.0,963,53.834267,8.941428,16.983301,48.6,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1991,24.084661,1033,0.0,0.0,13.135654,0.0,13.135654,0.0,1033,70.97458,13.135654,22.199963,65.8,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1992,28.35539,1743,0.0,0.0,16.74015,0.0,16.74015,0.0,1743,82.69866,16.74015,25.490206,74.9,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1993,27.52927,1.75,0.0,0.0,17.217321,0.0,17.217321,0.0,1.75,78.987724,17.217321,24.807245,71.700005,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1994,25.954523,1786,0.0,0.0,16.985472,0.0,16.985472,0.0,1786,74.26599,16.985472,23.30869,67.2,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1995,26.028479,1879,0.0,0.0,18.413738,0.0,18.413738,0.0,1879,72.40424,18.413738,23.44569,65.7,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1996,22.551899,1738,0.0,0.0,16.873468,0.0,16.873468,0.0,1738,60.44451,16.873468,20.295172,54.8,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1997,21.909548,1743,0.0,0.0,18.943148,0.0,18.943148,0.0,1743,62.13549,18.943148,19.929888,56.9,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1998,18.059258,1161,0.0,0.0,15.937255,0.0,15.937255,0.0,1161,48.170887,15.937255,16.742573,44.9,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,1999,15.275815,1.45,0.0,0.0,13577,0.0,13577,0.0,1.45,39.149124,13577,13.696676,35.37151,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,2000,19.573402,1375,0.0,0.0,19081,0.0,18.48,0.0,1375,47.506424,18.48,18.160625,47.506424,0.0,0.0,0.0,0.0,0.0,0.0,
Chile,CHL,2001,22.04736,1683,0.0,7,21.68,0.0,21.03,0.0,1683,51.772526,21.03,20.32624,51.772526,0.0,0.006560041,0.0,0.0,0.0,0.0,
Chile,CHL,2002,22.61727,1781,0.0,7,23187,0.0,22.5,0.0,1781,53.10361,22.5,20.85875,53.10361,0.0,0.006301001,0.0,0.0,0.0,0.0,
Chile,CHL,2003,22.010809,1695,0.0,7,22603,0.0,21.84,0.0,1695,48.38281,21.84,20.326694,48.38281,0.0,0.0062964964,0.0,0.0,0.0,0.0,
Chile,CHL,2004,19.768446,2031,0.0,5,20.969337,0.0,20.87,0.0,2031,42.88944,20.87,17.849092,42.88944,0.0,0.004258481,0.0,0.0,0.0,0.0,
Chile,CHL,2005,22.415243,1.79,0.0,7,25.5755,0.0,25.42,0.0,1.79,50.217308,25.42,20.78759,50.217308,0.0,0.0056928615,0.0,0.0,0.0,0.0,
Chile,CHL,2006,22.566658,1431,0.0,7,28.21505,0.0,28.03,0.0,1431,52.324062,28.03,21.346752,52.324062,0.0,0.0052957027,0.0,0.0,0.0,0.0,
Chile,CHL,2007,18.706137,2696,0.0,0.0112,22.33486,0.0,22.29,0.0,2696,39.81779,22.29,16.455467,39.81779,0.0,0.008251754,0.0,0.0,0.0,0.0,
Chile,CHL,2008,20.915377,3.5882213,0.0,0.03812314,24.266146,0.03,23.75,0.0,3.5882213,42.185562,23.75,17.883278,42.13234,0.03,0.028095406,0.0532198,0.0,0.0,0.0,
Chile,CHL,2009,21.777431,3.391682,0.0,0.07901422,25.17931,0.07,24.5,0.0,3.391682,43.340977,24.5,18.82057,43.2175,0.07,0.05906008,0.12347857,0.0,0.0,0.0,
Chile,CHL,2010,19.264341,3.4124773,0.0,0.325326,21.759474,0.32,21.23,0.0,3.4124773,36.98936,21.23,16.116493,36.440098,0.32,0.24095778,0.5492619,0.0,0.0,0.0,
Chile,CHL,2011,17.502325,4.314426,0.0,0.33759564,20.510006,0.32,20.72,0.0,4.314426,33.913605,20.72,13.892092,33.397808,0.32,0.22866446,0.51579624,0.0,0.0,0.0,
Chile,CHL,2012,18.09596,5.9831734,0.00034039,0.40838745,20.162024,0.39,20.2,0.0,5.9831734,31.310825,20.2,13.249752,30.717762,0.39,0.26837742,0.5930657,0.0,0.00022369338,0.0,
Chile,CHL,2013,18.432415,6.896006,0.00675656,0.5450756,19.907211,0.55,19.61,0.01,6.896006,29.587795,19.61,12.858711,28.766321,0.55,0.3520819,0.80680656,0.01,0.004364806,0.01466921,
Chile,CHL,2014,20.193163,4.989873,0.458713,1.4431201,23.045078,1.43,23.55,0.46,4.989873,36.368835,23.55,15.095819,33.66691,1.43,0.9453247,2.0443175,0.46,0.30048275,0.6576126,
Chile,CHL,2015,21.427673,5.5661297,1.3601003,2.114648,23.621508,2.1,23.91,1.37,5.5661297,38.16028,23.91,15.021966,33.324043,2.1,1.3447987,2.926829,1.37,0.8649482,1.9094076,
Chile,CHL,2016,19.706335,6.722216,2.5502636,2.4518394,19.690727,2.25,19.46,2.56,6.722216,33.083424,19.46,11.863281,26.526716,2.25,1.4771858,3.0670664,2.56,1.5364845,3.48964,
Chile,CHL,2017,22.405031,7.4493103,3.8959484,3.6255593,21.325731,3.55,21.81,3.9,7.4493103,39.504177,21.81,12.6512375,29.38561,3.55,2.1508203,4.7830772,3.9,2.3112252,5.254648,
Chile,CHL,2018,24.343296,9.157252,5.118721,3.5878947,23.36677,4.02,23.21,5.45,9.157252,42.859005,23.21,13.207187,30.244984,4.02,2.0279224,5.2384677,5.45,2.8931642,7.101903,
Chile,CHL,2019,24.144995,9.54655,6.300226,4.895221,21.440327,4.82,20.83,6.38,9.54655,41.64621,20.83,11.726439,26.915623,4.82,2.677362,6.228195,6.38,3.4458067,8.243959,
Chile,CHL,2020,26.557531,8.741824,7.6148434,5.6023026,21.720932,5.54,20.63,7.64,8.741824,43.807076,20.63,12.677998,26.533762,5.54,3.2699325,7.125402,7.64,4.4446054,9.826366,
Chile,CHL,2021,26.518875,8.4537115,10.596327,9.481755,16.532999,7.21,16.48,10.79,8.4537115,42.706417,16.48,9.360421,20.218378,7.21,5.368247,8.84554,10.79,5.9992795,13.237639,
China,CHN,1965,4.253407,0.0,0.0,0.0,22097,0.0,22097,0.0,0.0,,22097,4.253407,,0.0,0.0,,0.0,0.0,,
China,CHN,1966,3.9831228,0.0,0.0,0.0,22.485907,0.0,22.485907,0.0,0.0,,22.485907,3.9831228,,0.0,0.0,,0.0,0.0,,
China,CHN,1967,3.818398,0.0,0.0,0.0,19.383488,0.0,19.383488,0.0,0.0,,19.383488,3.818398,,0.0,0.0,,0.0,0.0,,
China,CHN,1968,4.458871,0.0,0.0,0.0,22.870396,0.0,22.870396,0.0,0.0,,22.870396,4.458871,,0.0,0.0,,0.0,0.0,,
China,CHN,1969,3.7274022,0.0,0.0,0.0,23.259302,0.0,23.259302,0.0,0.0,,23.259302,3.7274022,,0.0,0.0,,0.0,0.0,,
China,CHN,1970,3.0095923,0.0,0.0,0.0,24.037117,0.0,24.037117,0.0,0.0,,24.037117,3.0095923,,0.0,0.0,,0.0,0.0,,
China,CHN,1971,3.0704048,0.0,0.0,0.0,29.075233,0.0,29.075233,0.0,0.0,,29.075233,3.0704048,,0.0,0.0,,0.0,0.0,,
China,CHN,1972,3.2275975,0.0,0.0,0.0,32.951046,0.0,32.951046,0.0,0.0,,32.951046,3.2275975,,0.0,0.0,,0.0,0.0,,
China,CHN,1973,3.417015,0.0,0.0,0.0,36.82686,0.0,36.82686,0.0,0.0,,36.82686,3.417015,,0.0,0.0,,0.0,0.0,,
China,CHN,1974,3.7493546,0.0,0.0,0.0,41.674942,0.0,41.674942,0.0,0.0,,41.674942,3.7493546,,0.0,0.0,,0.0,0.0,,
China,CHN,1975,3.5038238,0.0,0.0,0.0,43.610638,0.0,43.610638,0.0,0.0,,43.610638,3.5038238,,0.0,0.0,,0.0,0.0,,
China,CHN,1976,3.3725684,0.0,0.0,0.0,44194,0.0,44194,0.0,0.0,,44194,3.3725684,,0.0,0.0,,0.0,0.0,,
China,CHN,1977,3.228714,0.0,0.0,0.0,46.134117,0.0,46.134117,0.0,0.0,,46.134117,3.228714,,0.0,0.0,,0.0,0.0,,
China,CHN,1978,2.7594638,0.0,0.0,0.0,43.22615,0.0,43.22615,0.0,0.0,,43.22615,2.7594638,,0.0,0.0,,0.0,0.0,,
China,CHN,1979,3.0088992,0.0,0.0,0.0,48.555946,0.0,48.555946,0.0,0.0,,48.555946,3.0088992,,0.0,0.0,,0.0,0.0,,
China,CHN,1980,3.5661976,0.0,0.0,0.0,58.221176,0.0,58.221176,0.0,0.0,,58.221176,3.5661976,,0.0,0.0,,0.0,0.0,,
China,CHN,1981,4.066497,0.0,0.0,0.0,65.51318,0.0,65.51318,0.0,0.0,,65.51318,4.066497,,0.0,0.0,,0.0,0.0,,
China,CHN,1982,4.4212723,0.0,0.0,0.0,74.41386,0.0,74.41386,0.0,0.0,,74.41386,4.4212723,,0.0,0.0,,0.0,0.0,,
China,CHN,1983,4.8234906,0.0,0.0,0.0,86.41695,0.0,86.41695,0.0,0.0,,86.41695,4.8234906,,0.0,0.0,,0.0,0.0,,
China,CHN,1984,4.515455,0.0,0.0,0.0,86.8147,0.0,86.8147,0.0,0.0,,86.8147,4.515455,,0.0,0.0,,0.0,0.0,,
China,CHN,1985,4.44183,0.0,0.0,0.0,92.38756,0.0,92.38756,0.0,0.0,22.495691,92.38756,4.44183,22.495691,0.0,0.0,0.0,0.0,0.0,0.0,
China,CHN,1986,4.3385277,0.0,0.0,0.0,94.548645,0.0,94.548645,0.0,0.0,21.032778,94.548645,4.3385277,21.032778,0.0,0.0,0.0,0.0,0.0,0.0,
China,CHN,1987,4.2555475,0.0,0.0,0.0,100.02428,0.0,100.02428,0.0,0.0,20.114803,100.02428,4.2555475,20.114803,0.0,0.0,0.0,0.0,0.0,0.0,
China,CHN,1988,4.3230724,0.0,0.0,0.0,109.16802,0.0,109.16802,0.0,0.0,20.023113,109.16802,4.3230724,20.023113,0.0,0.0,0.0,0.0,0.0,0.0,
China,CHN,1989,4.468027,0.0,0.0,0.0,118.40898,0.0,118.40898,0.0,0.0,20.247429,118.40898,4.468027,20.247429,0.0,0.0,0.0,0.0,0.0,0.0,
China,CHN,1990,4.7236676,64,2,0.002020202,126.74397,0.002020202,126.74397,2,64,20.414036,126.74397,4.721199,20.403086,0.002020202,7.523349e-05,0.0003252096,2,7.453365e-05,0.0003219575,0.0
China,CHN,1991,4.424778,64,2,0.009090909,124.68895,0.009090909,124.68895,2,64,18.413998,124.68895,4.422177,18.402914,0.009090909,0.00032250112,0.0013417326,2,7.096357e-05,0.00029518118,0.0
China,CHN,1992,4.4127016,113,3,0.13131313,130.68608,0.13131313,130.68608,3,113,17.366556,130.68608,4.404492,17.333752,0.13131313,0.004425624,0.01741692,3,0.00010099618,0.00039790967,0.0
China,CHN,1993,4.7578607,117,4,0.21212122,151.84616,0.21212122,151.84616,4,117,18.75076,151.84616,4.747567,18.709713,0.21212122,0.006632106,0.026136499,4,0.00012511939,0.0004928597,0.0
China,CHN,1994,4.952474,0.46,5,0.3838384,167.42897,0.3838384,167.42897,5,0.46,18.137295,167.42897,4.926808,18.045803,0.3838384,0.011294927,0.041370813,5,0.00014705995,0.0005389092,0.0
China,CHN,1995,5.55382,3014,7,0.61616164,190.58,0.61616164,190.58,7,3014,19.286135,190.58,5.4434624,18.924957,0.61616164,0.017599184,0.061186027,7,0.00019989497,0.0006951134,0.0
China,CHN,1996,5.143133,1533,9,0.093939394,187.97,0.093939394,187.97,9,1533,17.534836,187.97,5.095832,17.383543,0.093939394,0.0025466795,0.008687554,9,0.00024397188,0.0008323237,0.0
China,CHN,1997,5.361734,2722,11,0.1979798,195.98,0.1979798,195.98,11,2722,17.516706,195.98,5.2773304,17.258596,0.1979798,0.005331182,0.017434705,11,0.00029620752,0.0009686936,0.0
China,CHN,1998,5.4277782,2.48,14,0.35555556,198.89,0.35555556,198.89,14,2.48,17.287024,198.89,5.34623,17.042845,0.35555556,0.009557452,0.030467486,14,0.00037632405,0.0011996573,0.0
China,CHN,1999,5.188286,2.52,17,0.4737374,196.58,0.4737374,196.58,17,2.52,16.105118,196.58,5.10523,15.86218,0.4737374,0.012303074,0.038226206,17,0.0004414947,0.0013717421,0.0
China,CHN,2000,5.656925,2537,22,0.589899,222.41,0.59,222.41,0.02,2537,16.639128,222.41,5.573289,16.406757,0.59,0.014782058,0.043523163,0.02,0.0005512908,0.0014753615,0.0
China,CHN,2001,6.618624,2554,31,0.7191919,277.43,0.72,277.43,0.03,2554,18.958124,277.43,6.5358973,18.73527,0.72,0.016943244,0.048622694,0.03,0.0007303202,0.0020259456,0.053060662
China,CHN,2002,6.2804885,2546,48,0.83737373,287.97,0.84,287.97,0.05,2546,17.6185,287.97,6.1892962,17.41052,0.84,0.017997546,0.050785974,0.05,0.0010316577,0.0030229746,1.7684788
China,CHN,2003,5.3011093,2536,64,0.9969697,283.68,1.0,283.68,0.06,2536,15.036272,283.68,5.200834,14.847848,1.0,0.018277897,0.052340128,0.06,0.0011733418,0.0031404076,4.856231
China,CHN,2004,5.60094,2528,76,1.2777778,353544,1.28,353.54,0.08,2528,16.22241,353.54,5.5042586,16.045858,1.28,0.019893479,0.058094412,0.08,0.0011832295,0.0036309008,5.965346
China,CHN,2005,5.554481,5322,84,1.9460607,397017,1.95,397.02,0.08,5322,16.173119,397.02,5.4064536,15.8791485,1.95,0.026500845,0.07799189,0.08,0.0011438854,0.0031996672,8.368024
China,CHN,2006,5.5779824,7133,95,3.7118182,435786,3.71,435.79,0.09,7133,15.588404,435.79,5.3799367,15.206999,3.71,0.04582375,0.12946136,0.09,0.001172809,0.003140572,12.231145
China,CHN,2007,5.718535,9863,114,5.479293,485264,5.48,485.26,0.11,9863,15.258385,485.26,5.47777,14.787569,5.48,0.061851494,0.16699477,0.11,0.0012868581,0.0033520847,13.484257
China,CHN,2008,7.268667,14866,152,13.1,636.96,13.1,636.96,0.15,14866,19.025333,636.96,6.879183,18.220932,13.1,0.14148031,0.37473968,0.15,0.0016416038,0.0042909128,16.731058
China,CHN,2009,6.9355316,20.85932,279,27.614998,615644,27.61,615.64,0.28,20.85932,17.885717,615.64,6.3305826,16.573343,27.61,0.2839612,0.7432753,0.28,0.0028689185,0.0075377426,18.286423
China,CHN,2010,7.615998,24.90023,701,49.39962,711.3831,49.4,711.38,0.7,24.90023,18.780075,711.38,6.795924,16.988949,49.4,0.4719202,1.179755,0.7,0.006696733,0.016717177,17.774601
China,CHN,2011,7.084204,27632,2.61,74.1,688045,74.1,688.04,2.61,27632,16.890234,688.04,6.0576506,14.666141,74.1,0.65238744,1.5795027,2.61,0.022978827,0.055634305,22.119543
China,CHN,2012,8.522597,30133,3.5945098,103.049904,862.7941,103.05,862.79,3.59,30133,20.122967,862.79,7.252299,17.369537,103.05,0.8661959,2.0745845,3.59,0.030214002,0.07227325,23.6831
China,CHN,2013,8.959421,37133,8.373886,138.26413,909.61224,138.26,909.61,8.37,37133,20.215248,909.61,7.3241687,16.81772,138.26,1.1132983,2.5562801,8.37,0.067426264,0.15475239,26.360819
China,CHN,2014,10.19733,46.26822,23.51216,159.7627,1059.6917,159.76,1059.69,23.51,46.26822,22.35022,1059.69,8.24093,18.37089,159.76,1.2424304,2.7696152,23.51,0.18284759,0.4075717,29.27855
China,CHN,2015,10.787498,54.07029,39.48057,185.59145,1114.5154,185.59,1114.52,39.48,54.07029,24.079271,1114.52,8.506526,19.256367,185.59,1.4165245,3.2065725,39.48,0.30133498,0.6821245,24.932436
China,CHN,2016,11.530947,62.134766,66.52795,240.8605,1153.2675,240.86,1153.27,66.53,62.134766,25.000778,1153.27,8.605503,18.934093,240.86,1.7972635,3.9543781,66.53,0.49642125,1.0922726,23.978706
China,CHN,2017,12.138821,79.59891,117.8,304.6,1165065,304.6,1165.06,117.8,79.59891,25.419243,1165.06,8.354614,17.764774,304.6,2.184269,4.6445246,117.8,0.84473693,1.7962083,29.046839
China,CHN,2018,12.807393,93.72523,176.9,365.8,1198887,365.8,1198.89,176.9,93.72523,25.774794,1198.89,8.221995,16.836924,365.8,2.508665,5.1372075,176.9,1.2131844,2.4843411,28.014196
China,CHN,2019,13.51596,112.72523,224.0,405.3,1272538,405.3,1272.54,224.0,112.72523,26.999567,1272.54,8.39045,17.05477,405.3,2.672336,5.431891,224.0,1.4769387,3.0020812,33.9185
China,CHN,2020,14.242872,135625,261.1,466.5,1321709,466.5,1321.71,261.1,135625,28.24646,1321.71,8.467438,17.086798,466.5,2.9886,6.030817,261.1,1.672719,3.3754478,35.785557
China,CHN,2021,14.946244,169.93158,327.0,655.6,1300.0,655.6,1300.0,327.0,169.93158,28.907642,1300.0,7.768007,15.322926,655.6,3.9174657,7.7274694,327.0,1.9539526,3.854305,39.64496
Colombia,COL,1965,11.788209,0.0,0.0,0.0,3.5439494,0.0,3.5439494,0.0,0.0,,3.5439494,11.788209,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1966,12.017394,0.0,0.0,0.0,3.9372194,0.0,3.9372194,0.0,0.0,,3.9372194,12.017394,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1967,12.580107,0.0,0.0,0.0,4.3892536,0.0,4.3892536,0.0,0.0,,4.3892536,12.580107,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1968,13.300462,0.0,0.0,0.0,4.8910117,0.0,4.8910117,0.0,0.0,,4.8910117,13.300462,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1969,14.526139,0.0,0.0,0.0,5.4379735,0.0,5.4379735,0.0,0.0,,5.4379735,14.526139,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1970,14.817516,0.0,0.0,0.0,6.05274,0.0,6.05274,0.0,0.0,,6.05274,14.817516,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1971,15.987799,0.0,0.0,0.0,6.4234085,0.0,6.4234085,0.0,0.0,,6.4234085,15.987799,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1972,15.767954,0.0,0.0,0.0,7.115021,0.0,7.115021,0.0,0.0,,7.115021,15.767954,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1973,17.170427,0.0,0.0,0.0,7.7433486,0.0,7.7433486,0.0,0.0,,7.7433486,17.170427,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1974,17.39551,0.0,0.0,0.0,8.7920685,0.0,8.7920685,0.0,0.0,,8.7920685,17.39551,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1975,19.235607,189,0.0,0.0,9.7323,0.0,9.7323,0.0,189,,9.7323,18.840622,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1976,19.407125,202,0.0,0.0,10.22642,0.0,10.22642,0.0,202,,10.22642,19.001928,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1977,19.36701,192,0.0,0.0,10.451812,0.0,10.451812,0.0,192,,10.451812,18.990406,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1978,20.862885,206,0.0,0.0,12.07144,0.0,12.07144,0.0,206,,12.07144,20.485493,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1979,21.545105,216,0.0,0.0,13.2593,0.0,13.2593,0.0,216,,13.2593,21.172752,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1980,23.044971,227,0.0,0.0,14.44702,0.0,14.44702,0.0,227,,14.44702,22.660593,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1981,22.218885,212,0.0,0.0,14.26534,0.0,14.26534,0.0,212,,14.26534,21.868048,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1982,22.697723,231,0.0,0.0,15.238536,0.0,15.238536,0.0,231,,15.238536,22.33226,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1983,21.790188,234,0.0,0.0,15.365776,0.0,15.365776,0.0,234,,15.365776,21.437752,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1984,23.639833,255,0.0,0.0,17.14022,0.0,17.14022,0.0,255,,17.14022,23.266163,,0.0,0.0,,0.0,0.0,,
Colombia,COL,1985,24.441961,267,0.0,0.0,18.440771,0.0,18.440771,0.0,267,63.686756,18.440771,24.065804,62.777813,0.0,0.0,0.0,0.0,0.0,0.0,
Colombia,COL,1986,27.276325,266,0.0,0.0,21.332952,0.0,21.332952,0.0,266,68.236824,21.332952,26.91404,67.396454,0.0,0.0,0.0,0.0,0.0,0.0,
Colombia,COL,1987,27.310854,268,0.0,0.0,23.24756,0.0,23.24756,0.0,268,69.81999,23.24756,26.975145,69.02428,0.0,0.0,0.0,0.0,0.0,0.0,
Colombia,COL,1988,28.748077,274,0.0,0.0,24.5194,0.0,24.5194,0.0,274,69.89322,24.5194,28.405401,69.120804,0.0,0.0,0.0,0.0,0.0,0.0,
Colombia,COL,1989,29.793999,274,0.0,0.0,26.78212,0.0,26.78212,0.0,274,73.08356,26.78212,29.468533,72.34343,0.0,0.0,0.0,0.0,0.0,0.0,
Colombia,COL,1990,32.640934,274,0.0,0.0,27.495852,0.0,27.495852,0.0,274,72.60907,27.495852,32.293526,71.892654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1991,31.6998,269,0.0,0.0,27.72608,0.0,27.72608,0.0,269,69.772255,27.72608,31.371223,69.10183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1992,24.605455,0.34,0.0,0.0,22.280584,0.0,22.280584,0.0,0.34,61.782764,22.280584,24.206678,60.854134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1993,27.847397,389,0.0,0.0,27.856392,0.0,27.856392,0.0,389,67.74923,27.856392,27.433828,66.816185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1994,29.809082,444,0.0,0.0,32.05839,0.0,32.05839,0.0,444,72.18858,32.05839,29.369959,71.202446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1995,29.331577,477,0.0,0.0,31.9894,0.0,31.9894,0.0,477,68.374115,31.9894,28.866896,67.36955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1996,31.475914,496,0.0,0.0,35.287624,0.0,35.287624,0.0,496,73.97725,35.287624,31.005436,72.95184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1997,27.334064,483,0.0,0.0,31.47576,0.0,31.47576,0.0,483,64.037476,31.47576,26.888634,63.06966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1998,26.691463,532,0.0,0.0,30.781685,0.0,30.781685,0.0,532,62.274715,30.781685,26.202583,61.21671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1999,31.378248,457,0.0,0.0,33.700657,0.0,33.700657,0.0,457,71.49735,33.700657,30.925522,70.54077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,2000,29.556067,496,0.001835014,0.0,30.815718,0.0,31.75,0.01,0.18,75.70515,31.75,29.049572,75.2548,0.0,0.0,0.0,0.01,0.0017268311,0.0237023,0.0
Colombia,COL,2001,30.604485,496,0.00266875,0.0,31.632658,0.0,31.48,0.01,0.18,74.58785,31.48,30.089293,74.140366,0.0,0.0,0.0,0.01,0.0025363106,0.023551578,0.0
